enrollee_id,target
16548,0.3219935122472256
12036,0.1243273444977778
11061,0.22645260591467237
5032,0.12037257668870185
17599,0.13503622562605805
19314,0.12481524487334343
12365,0.25108706268223935
22696,0.13282182697791764
16083,0.11921094629563109
33240,0.1331270200968546
813,0.12011504574702532
1362,0.12435596487085297
3821,0.11853127892482199
26316,0.2208291445846497
29269,0.1470203835787127
22524,0.11882570357332277
30407,0.12761297609827005
863,0.12351258624447564
27743,0.11963597152036048
29303,0.11640935903407276
1019,0.1870765238954373
8819,0.12190821770450946
5397,0.156140913658556
14697,0.11982983186396115
10407,0.12840666248737562
19224,0.18810843356688742
735,0.12467626439038587
14106,0.23550551820186388
858,0.12359059593193873
9061,0.1178340815109964
12775,0.12197279913969152
7964,0.13114175273134304
30781,0.14289622010914943
29346,0.172828125677258
17991,0.12938281989165706
15768,0.12496935875637506
15378,0.116318736115926
27248,0.11377019843090902
5931,0.12134373923701901
11897,0.12197768639942516
10606,0.11486097493941108
28368,0.16558456790890205
11081,0.12289906478354495
19611,0.14600320264328262
1283,0.12389244412883228
18590,0.1151152594403968
2076,0.1229332279499852
19130,0.13803094616253586
29874,0.12047126573426743
16387,0.11857438788626949
22536,0.11787595087270723
30268,0.2150122519224052
23258,0.1700035009203588
14201,0.14225854619380915
10551,0.17539793334546128
28787,0.2021648380858026
23340,0.2969708561244257
26020,0.17297308543467355
22989,0.15151759523744557
14594,0.1721919676516428
10127,0.14327368628995343
18684,0.12380791841626361
20163,0.20289418339993592
997,0.14094798262751757
32505,0.2633901260589142
28948,0.21052881639451546
19793,0.15700971350185397
22487,0.15399651376296375
28765,0.12439701738787477
28078,0.13402911402302572
3780,0.13667874008074385
15396,0.18578624758465886
31167,0.11643025062352604
8834,0.1674384258799585
12051,0.15035404057842253
29453,0.2749329312904129
4305,0.17038435457739418
28298,0.14567372821029656
33189,0.13559744897935394
6611,0.12895524082024734
4763,0.21664339463305154
11459,0.1182967771655358
4870,0.1277913059879176
12630,0.1196645655106463
29618,0.12392073348459812
30033,0.17247919548051582
25404,0.176601960041312
5522,0.13878536581007317
13026,0.20797253332352686
14788,0.1579728788318784
8450,0.23347432026786846
15425,0.12213526435451369
17221,0.3154606141588363
32535,0.1959312343221409
3356,0.160535670281731
6938,0.1290109339617464
25715,0.12557046705298527
25064,0.16011998905859057
29805,0.13587236223162838
20608,0.2772165917122235
32283,0.12046119326412921
17793,0.21910352061974148
1525,0.13172641955472067
3579,0.18831629397410274
1704,0.11556832791604295
16657,0.18030994264783382
21066,0.15158561798133974
32817,0.13581401376424845
24938,0.1490161489384487
2837,0.24874995529053823
1157,0.16512350761660782
33154,0.24978348478536164
27434,0.16080062880194734
15056,0.1250304457783554
2555,0.14057356529147388
19701,0.11715770800468261
25529,0.12053583254620623
17070,0.18051080286537305
26053,0.11673415955861334
30684,0.12105150836073003
2815,0.15086759354122672
31291,0.11840225060093708
26903,0.13052501449031834
32889,0.17868064199693706
20873,0.16469877790156942
27921,0.18359906068382928
16150,0.12479272104874035
31345,0.13490378084624083
13375,0.18475234928090814
12369,0.21920419488022455
30180,0.11984349416354752
33355,0.1131688203804409
2417,0.13506517812994992
30481,0.13282182697791764
5540,0.17066725213992465
32713,0.172783006896423
263,0.2030895209123551
20373,0.15477841560169972
4991,0.13982466655570755
24045,0.23342360137728038
17697,0.13477838538463519
30866,0.1270746402546134
12996,0.17290473975141168
25973,0.1250217352636033
18035,0.28737587464330167
8980,0.12786529620408799
6515,0.245155186603189
24754,0.13480127854165389
3901,0.11957662526059791
8499,0.20587523483015904
6139,0.1377698376475256
31696,0.11668425341286323
24611,0.11852330128037553
18882,0.13886992271470067
