enrollee_id,target
16548,0.39224941388322343
12036,0.09654921921320579
11061,0.21914207027171545
5032,0.09680025897596513
17599,0.11339374793296093
19314,0.09858459316318666
12365,0.24113810969858634
22696,0.10287805618300146
16083,0.0941703446815439
33240,0.10557763712560642
813,0.09666338541204389
1362,0.10066119016122196
3821,0.09447191509188477
26316,0.14130940858071167
29269,0.12352964442464523
22524,0.09467565980727159
30407,0.10066119016122196
863,0.09666338541204389
27743,0.09740515880248017
29303,0.09740515880248017
1019,0.1297658149072236
8819,0.10081129095844027
5397,0.13715527506419958
14697,0.1008531938936416
10407,0.08878217969515147
19224,0.15809644004206666
735,0.09395250882562452
14106,0.28795180064515846
858,0.09548140795836933
9061,0.09345065498366865
12775,0.10066119016122196
7964,0.10009985159596749
30781,0.12837727698453144
29346,0.15845097490483045
17991,0.09459297372556374
15768,0.10182711787353793
15378,0.0941703446815439
27248,0.09467565980727159
5931,0.09528425368744446
11897,0.09345065498366865
10606,0.09467565980727159
28368,0.12707574327117155
11081,0.09806902870716146
19611,0.11752564609260499
1283,0.09666338541204389
18590,0.09447191509188477
2076,0.09984971964559418
19130,0.1141687965619626
29874,0.09858459316318666
16387,0.09858459316318666
22536,0.09740515880248017
30268,0.23097002567824626
23258,0.13186546509448988
14201,0.11434546777109203
10551,0.1467036516357065
28787,0.15675500931874184
23340,0.2430797826865674
26020,0.15126329061337992
22989,0.14213159183351237
14594,0.15292857399561163
10127,0.09985674106976757
18684,0.0968717065614249
20163,0.16554538499645335
997,0.10684018043142475
32505,0.24987580633908596
28948,0.1258523661319893
19793,0.12852684988403526
22487,0.11324234558362019
28765,0.1078771250068604
28078,0.10845550628268942
3780,0.10994234008391811
15396,0.1371441722309043
31167,0.09740515880248017
8834,0.18656642730245868
12051,0.11547951633511053
29453,0.20639952841940662
4305,0.1475108995052795
28298,0.09814396952798003
33189,0.1302335742107528
6611,0.10066119016122196
4763,0.22221594870279668
11459,0.09858459316318666
4870,0.10396889584058382
12630,0.09345065498366865
29618,0.10027634141759117
30033,0.13222269632781616
25404,0.15868029918288223
5522,0.11755679101247046
13026,0.15243604569310837
14788,0.1404406347453547
8450,0.23046509424096637
15425,0.12922481566466928
17221,0.2626739822152807
32535,0.15712689073177583
3356,0.16156313158381366
6938,0.09858459316318666
25715,0.09345065498366865
25064,0.11931216840521847
29805,0.11827753963250633
20608,0.1698375995049654
32283,0.09151325435105243
17793,0.16798719727360795
1525,0.10265282590826891
3579,0.2002092382543651
1704,0.09395250882562452
16657,0.16731644681798022
21066,0.1250858887117021
32817,0.1141162912000315
24938,0.1147514645402722
2837,0.24415433194975641
1157,0.120174145249167
33154,0.16106783713566675
27434,0.14073206830960344
15056,0.09806902870716146
2555,0.12687030894581217
19701,0.09740515880248017
25529,0.09858459316318666
17070,0.13824338355185395
26053,0.09345065498366865
30684,0.09262866784532454
2815,0.13615401544807876
31291,0.0941703446815439
26903,0.10748512251880672
32889,0.22081502300649727
20873,0.18133468582905
27921,0.14262767506572754
16150,0.09858459316318666
31345,0.1069512426513571
13375,0.16820501627780698
12369,0.1809924306697062
30180,0.10081129095844027
33355,0.09395250882562452
2417,0.11040754071166523
30481,0.1053816888789748
5540,0.16617674471302096
32713,0.13816702480236692
263,0.1949903194245222
20373,0.14113725183107212
4991,0.10726252297271442
24045,0.20946376363197053
17697,0.1040938366716553
30866,0.12308237203019638
12996,0.21733934563128723
25973,0.118131861482849
18035,0.1762381674034487
8980,0.10351752915628201
6515,0.19389587426328897
24754,0.10305643596874647
3901,0.09991299406195774
8499,0.1666183171687336
6139,0.10297501039439398
31696,0.0941703446815439
24611,0.09666338541204389
18882,0.10703083745735133
11713,0.2054125109060464
7027,0.0941703446815439
23513,0.09433521383652728
3013,0.15675500931874184
11584,0.13207050123454342
24451,0.09531474642818483
17738,0.14832879121498982
30028,0.15671516897881163
9366,0.16536169339556733
25896,0.09628160372783044
29281,0.15602106671708765
31222,0.10081129095844027
11790,0.21146900211655412
15533,0.23499101398867553
10055,0.10485439877555365
32053,0.16691392802971633
9977,0.17856265076471706
30111,0.15449474108633987
20140,0.21733934563128723
24780,0.13205438645693388
33097,0.09498036214552062
1312,0.10265282590826891
8694,0.10724664950516036
14127,0.10001508078602603
29904,0.0968717065614249
29099,0.09467565980727159
18616,0.09861183909046912
31040,0.1874162492731545
28643,0.16112201025239034
7132,0.18277004462018684
30579,0.09666338541204389
19419,0.1159315545541441
7835,0.14028922118193013
11957,0.09858459316318666
20303,0.10503713586269328
20120,0.09395250882562452
24434,0.11295837156922797
25972,0.09666338541204389
10442,0.12774422262141805
24285,0.15976395446342956
8925,0.15851549964049114
26227,0.09531474642818483
15960,0.10066119016122196
28482,0.16186130020488698
23555,0.1250858887117021
10319,0.09740515880248017
9717,0.1536629308800577
24606,0.19405971831337995
4545,0.1068663352809149
30371,0.1932684206443804
10309,0.10310402494410348
11076,0.09019991690344341
14411,0.27901989109281405
18403,0.1081526337355051
30763,0.15464166334263163
10772,0.09702076206871396
10597,0.11450027692716316
6940,0.09467565980727159
14149,0.19103696338222584
30682,0.12635954980872002
33089,0.09666338541204389
28300,0.13519340072370573
28024,0.09819604832128508
15923,0.10853417420399518
23021,0.11396368557516828
9271,0.15331417009130074
24649,0.1289508559569056
25717,0.10503483987926174
21247,0.14440792777981226
2302,0.12752127567019544
32609,0.15868029918288223
27506,0.09421184065220255
30403,0.1226104896916655
6612,0.09740515880248017
14011,0.10066119016122196
22398,0.10202730656050456
13659,0.10557354646882125
7087,0.13006771845187348
33044,0.1268323971184352
29659,0.14743843977096102
23199,0.10001508078602603
1093,0.09345065498366865
12165,0.10515612153420087
27636,0.09345065498366865
11850,0.20020089757196677
1929,0.10876483656742655
31747,0.16268169545533265
29506,0.1372204497819183
10320,0.10263444250943912
4209,0.09797316392337997
28190,0.1419128714971605
26665,0.17956190667583638
13817,0.09582555275482653
2899,0.20939645403227997
8530,0.11102346947449479
28742,0.1008531938936416
4944,0.10766683454775453
16458,0.1877901837818551
23632,0.15868029918288223
7422,0.18645154082086376
14564,0.10396889584058382
18967,0.09345065498366865
12862,0.15135792118811567
18021,0.1430194139306675
27748,0.1703662920227825
1683,0.1759241237498683
13043,0.11328981741113253
274,0.1261028571297026
30001,0.11130856015151601
19300,0.15312008007419403
25154,0.209032416792559
1387,0.0968717065614249
6261,0.13530981642725504
22427,0.1281138064763878
1348,0.12133692185969491
23959,0.10294051121995859
24455,0.09345065498366865
6441,0.156905226353271
13576,0.09740515880248017
21421,0.11623294273586281
18542,0.11254552966068593
2303,0.1353238865819335
4541,0.10768958708838237
22275,0.09680025897596513
14004,0.14316935029062436
2246,0.14975389068881936
23304,0.12415472058508929
28181,0.1115800374953367
28971,0.14784530260354023
10488,0.21612507014840104
23594,0.17594743740837665
25132,0.09498036214552062
11381,0.09858459316318666
8885,0.1194616113659064
23577,0.10258058856346824
26207,0.09531474642818483
11901,0.1543179970773421
27544,0.10720474509165968
30808,0.09467565980727159
4629,0.12912099262140003
8110,0.1226104896916655
28621,0.1782370623294486
30647,0.10081129095844027
8427,0.10594190236360518
14577,0.10710201819917359
